Reference genome	Start	End	Gene
NC_017022	2473349	2474368	EFAU004_02455
NC_017022	2474541	2475428	EFAU004_02456
NC_017022	2475505	2476050	EFAU004_02457
NC_017022	2476151	2476321	EFAU004_02458
NC_017022	2476345	2476497	EFAU004_02459
NC_017022	2487643	2488302	EFAU004_02470
NC_017022	2488351	2488854	EFAU004_02471
NC_017022	2489075	2489941	EFAU004_02472
NC_017022	2492132	2493031	EFAU004_02475
NC_017022	2493033	2493830	EFAU004_02476
NC_017022	2494643	2495218	EFAU004_02478
NC_017022	2495336	2496013	EFAU004_02479
NC_017022	2497604	2499412	EFAU004_02482
NC_017022	2500812	2501465	EFAU004_02484
NC_017022	2501797	2502195	EFAU004_02485
NC_017022	2502960	2503667	EFAU004_02486
NC_017022	2503813	2507007	EFAU004_02487
NC_017022	2507026	2510154	EFAU004_02488
NC_017022	2510161	2511282	EFAU004_02489
NC_017022	2511474	2512097	EFAU004_02490
NC_017022	2512226	2512960	EFAU004_02491
NC_017022	2515458	2516333	EFAU004_02494
NC_017022	2516442	2518211	EFAU004_02495
NC_017022	2518226	2519518	EFAU004_02496
NC_017022	2519912	2520859	EFAU004_02497
NC_017022	2520948	2522207	EFAU004_02498
NC_017022	2522378	2522824	EFAU004_02499
NC_017022	2522835	2525048	EFAU004_02500
NC_017022	2525281	2526045	EFAU004_02501
NC_017022	2526046	2526993	EFAU004_02502
NC_017022	2527460	2528131	EFAU004_02504
NC_017022	2528269	2529555	EFAU004_02505
NC_017022	2529899	2530183	EFAU004_02506
NC_017022	2533699	2534883	EFAU004_02510
NC_017022	2534908	2535915	EFAU004_02511
NC_017022	2536418	2536843	EFAU004_02513
NC_017022	2537845	2538894	EFAU004_02517
NC_017022	2539912	2541666	EFAU004_02519
NC_017022	2541764	2542426	EFAU004_02520
NC_017022	2542496	2543278	EFAU004_02521
NC_017022	2543482	2544693	EFAU004_02522
NC_017022	2545561	2545995	EFAU004_02524
NC_017022	2548519	2551239	EFAU004_02528
NC_017022	2551236	2552456	EFAU004_02529
NC_017022	2559561	2560871	EFAU004_02532
NC_017022	2585163	2585504	EFAU004_02552
NC_017022	2585572	2587743	EFAU004_02553
NC_017022	2587954	2588811	EFAU004_02554
NC_017022	2589724	2592426	EFAU004_02556
NC_017022	2592439	2593728	EFAU004_02557
NC_017022	2593878	2594924	EFAU004_02558
NC_017022	2594926	2597079	EFAU004_02559
NC_017022	2597552	2598997	EFAU004_02560
NC_017022	2599000	2600724	EFAU004_02561
NC_017022	2601676	2603133	EFAU004_02563
NC_017022	2603174	2604094	EFAU004_02564
NC_017022	2604106	2605053	EFAU004_02565
NC_017022	2605532	2606251	EFAU004_02566
NC_017022	2606300	2607946	EFAU004_02567
NC_017022	2608807	2610312	EFAU004_02569
NC_017022	2611748	2612266	EFAU004_02571
NC_017022	2612282	2612608	EFAU004_02572
NC_017022	2614621	2614935	EFAU004_02574
NC_017022	2629910	2632324	EFAU004_02583
NC_017022	2635139	2635795	EFAU004_02585
NC_017022	2635795	2636751	EFAU004_02586
NC_017022	2637522	2639291	EFAU004_02588
NC_017022	2639294	2641006	EFAU004_02589
NC_017022	2641856	2642644	EFAU004_02591
NC_017022	2642727	2644199	EFAU004_02592
NC_017022	2644329	2645522	EFAU004_02593
NC_017022	2651897	2653393	EFAU004_02596
NC_017022	2653504	2654508	EFAU004_02597
NC_017022	2654509	2655396	EFAU004_02598
NC_017022	2655613	2657724	EFAU004_02599
NC_017022	2657814	2658359	EFAU004_02600
NC_017022	2658359	2659813	EFAU004_02601
NC_017022	2659924	2660394	EFAU004_02602
NC_017022	2660440	2660865	EFAU004_02603
NC_017022	2660932	2661201	EFAU004_02604
NC_017022	2661212	2662807	EFAU004_02605
NC_017022	2662822	2666343	EFAU004_02606
NC_017022	2666360	2666920	EFAU004_02607
NC_017022	2667273	2668247	EFAU004_02608
NC_017022	2668417	2669817	EFAU004_02609
NC_017022	2669895	2670617	EFAU004_02610
NC_017022	2670696	2671202	EFAU004_02611
NC_017022	2671325	2673124	EFAU004_02612
NC_017022	2676507	2677145	EFAU004_02615
NC_017022	2677146	2677796	EFAU004_02616
NC_017022	2677809	2678708	EFAU004_02617
NC_017022	2678873	2680942	EFAU004_02618
NC_017022	2680939	2681679	EFAU004_02619
NC_017022	2681692	2683050	EFAU004_02620
NC_017022	2683050	2683988	EFAU004_02621
NC_017022	2684487	2686895	EFAU004_02623
NC_017022	2687148	2687453	EFAU004_02624
NC_017022	2687458	2688072	EFAU004_02625
NC_017022	2688559	2688843	EFAU004_02626
NC_017022	2688861	2689751	EFAU004_02627
NC_017022	2693522	2694493	EFAU004_02632
NC_017022	2694587	2695960	EFAU004_02633
NC_017022	2696463	2697281	EFAU004_02634
NC_017022	2697448	2698272	EFAU004_02635
NC_017022	2698948	2699886	EFAU004_02637
NC_017022	2700131	2700976	EFAU004_02638
NC_017022	2701136	2703709	EFAU004_02639
NC_017022	2703850	2704656	EFAU004_02640
NC_017022	2704735	2706291	EFAU004_02641
NC_017022	2706702	2707751	EFAU004_02642
NC_017022	2707860	2709101	EFAU004_02643
NC_017022	2709341	2709919	EFAU004_02644
NC_017022	2710128	2711012	EFAU004_02645
NC_017022	2711790	2713076	EFAU004_02646
NC_017022	2714589	2715050	EFAU004_02648
NC_017022	2715109	2715555	EFAU004_02649
NC_017022	2715648	2715893	EFAU004_02650
NC_017022	2716007	2716585	EFAU004_02651
NC_017022	2716662	2717192	EFAU004_02652
NC_017022	2717196	2718056	EFAU004_02653
NC_017022	2718441	2719853	EFAU004_02655
NC_017022	2719850	2720386	EFAU004_02656
NC_017022	2720708	2722168	EFAU004_02657
NC_017022	2722338	2723495	EFAU004_02658
NC_017022	2723529	2724899	EFAU004_02659
NC_017022	2724962	2725489	EFAU004_02660
NC_017022	2727501	2728307	EFAU004_02662
NC_017022	2728304	2729551	EFAU004_02663
NC_017022	2729627	2729971	EFAU004_02664
NC_017022	2730088	2730414	EFAU004_02665
NC_017022	2753253	2754236	EFAU004_02689
NC_017022	2755415	2756350	EFAU004_02691
NC_017022	2756944	2758593	EFAU004_02693
NC_017022	2881444	2881836	EFAU004_02814
NC_017022	2881852	2882295	EFAU004_02815
NC_017022	2882814	2883281	EFAU004_02816
NC_017022	2883401	2884939	EFAU004_02817
NC_017022	2885019	2885705	EFAU004_02818
NC_017022	2885906	2886433	EFAU004_02819
NC_017022	2900137	2903790	EFAU004_02831
NC_017022	2903869	2907486	EFAU004_02832
NC_017022	2908214	2909182	EFAU004_02833
NC_017022	2909200	2910105	EFAU004_02834
NC_017022	2910102	2910908	EFAU004_02835
NC_017022	2911065	2912033	EFAU004_02836
NC_017022	2924025	2925371	EFAU004_02846
NC_017022	2925505	2926755	EFAU004_02847
NC_017022	2926764	2927687	EFAU004_02848
NC_017022	2927908	2930400	EFAU004_02849
NC_017022	2930407	2930874	EFAU004_02850
NC_017022	2938389	2939597	EFAU004_02853
NC_017022	2939891	2941162	EFAU004_02854
NC_017022	2941711	2943195	EFAU004_02855
NC_017022	2943700	2944395	EFAU004_02856
NC_017022	2945807	2946697	EFAU004_02858
NC_017022	2947463	2948176	EFAU004_02860
NC_017022	2950326	2951723	EFAU004_02862
NC_017022	2952067	2952405	EFAU004_02863
NC_017022	2952573	2953331	EFAU004_02864
NC_017022	2953349	2954167	EFAU004_02865
NC_017022	2954164	2954520	EFAU004_02866
NC_017022	2954638	2954772	EFAU004_02867
