Reference genome	Start	End	Core gene
NC_007530	1804457	1804888	GBAA_RS09580
NC_007530	1804960	1805610	GBAA_RS09585
NC_007530	1805668	1806270	GBAA_RS09590
NC_007530	1806640	1808250	GBAA_RS09600
NC_007530	1809498	1810442	GBAA_RS09610
NC_007530	1810644	1812080	GBAA_RS09615
NC_007530	1814568	1815173	GBAA_RS09630
NC_007530	1815186	1816676	GBAA_RS09635
NC_007530	1816681	1817082	GBAA_RS09640
NC_007530	1817097	1818092	GBAA_RS09645
NC_007530	1818274	1819491	GBAA_RS09650
NC_007530	1819581	1820354	GBAA_RS09655
NC_007530	1821055	1821915	GBAA_RS09665
NC_007530	1821965	1822918	GBAA_RS09670
NC_007530	1822980	1823768	GBAA_RS09675
NC_007530	1824474	1824881	GBAA_RS09685
NC_007530	1824883	1825194	GBAA_RS09690
NC_007530	1825288	1825731	GBAA_RS09695
NC_007530	1825852	1826907	GBAA_RS09700
NC_007530	1827525	1828928	GBAA_RS09705
NC_007530	1829931	1831646	GBAA_RS09715
NC_007530	1833663	1833884	GBAA_RS09725
NC_007530	1834509	1835510	GBAA_RS09735
NC_007530	1835713	1836570	GBAA_RS09740
NC_007530	1836818	1837417	GBAA_RS09745
NC_007530	1837465	1837686	GBAA_RS09750
NC_007530	1839694	1840458	GBAA_RS09760
NC_007530	1842539	1843225	GBAA_RS09775
NC_007530	1844320	1844907	GBAA_RS09785
NC_007530	1845103	1845822	GBAA_RS09790
NC_007530	1845939	1846052	GBAA_RS09795
NC_007530	1846193	1847065	GBAA_RS09800
NC_007530	1847183	1848010	GBAA_RS09805
NC_007530	1848468	1849076	GBAA_RS09815
NC_007530	1849160	1849798	GBAA_RS09820
NC_007530	1850762	1852057	GBAA_RS09825
NC_007530	1853105	1853998	GBAA_RS09835
NC_007530	1854118	1854327	GBAA_RS09840
NC_007530	1854544	1856841	GBAA_RS09845
NC_007530	1857046	1858047	GBAA_RS09850
NC_007530	1858207	1859454	GBAA_RS09855
NC_007530	1859468	1860157	GBAA_RS09860
NC_007530	1860154	1861515	GBAA_RS09865
NC_007530	1861616	1862437	GBAA_RS09870
NC_007530	1862452	1863108	GBAA_RS09875
NC_007530	1863268	1863948	GBAA_RS09880
NC_007530	1864046	1864567	GBAA_RS09885
NC_007530	1864852	1866660	GBAA_RS09890
NC_007530	1869779	1870054	GBAA_RS09905
NC_007530	1870078	1871061	GBAA_RS09910
NC_007530	1871099	1871941	GBAA_RS09915
NC_007530	1872067	1872273	GBAA_RS09920
NC_007530	1873772	1874386	GBAA_RS09930
NC_007530	1874798	1875763	GBAA_RS09940
NC_007530	1875854	1875994	GBAA_RS09945
NC_007530	1876219	1876971	GBAA_RS09950
NC_007530	1877117	1878277	GBAA_RS09955
NC_007530	1878381	1878578	GBAA_RS09960
NC_007530	1878610	1879071	GBAA_RS09965
NC_007530	1879118	1879936	GBAA_RS09970
NC_007530	1882201	1882488	GBAA_RS09980
NC_007530	1882763	1883713	GBAA_RS09985
NC_007530	1883754	1884062	GBAA_RS09990
NC_007530	1884170	1885105	GBAA_RS09995
NC_007530	1885308	1886483	GBAA_RS10000
NC_007530	1886671	1886895	GBAA_RS10005
NC_007530	1886980	1887327	GBAA_RS10010
NC_007530	1887524	1888051	GBAA_RS10015
NC_007530	1888231	1889280	GBAA_RS10020
NC_007530	1889485	1891467	GBAA_RS10025
NC_007530	1891664	1891969	GBAA_RS10035
NC_007530	1892220	1892588	GBAA_RS10040
NC_007530	1892623	1893663	GBAA_RS10045
NC_007530	1893905	1894348	GBAA_RS10050
NC_007530	1894455	1894910	GBAA_RS10055
NC_007530	1895135	1896079	GBAA_RS10060
NC_007530	1896125	1897126	GBAA_RS10065
NC_007530	1897232	1897423	GBAA_RS10070
NC_007530	1897601	1899064	GBAA_RS10075
NC_007530	1899149	1899733	GBAA_RS10080
NC_007530	1899758	1900660	GBAA_RS10085
NC_007530	1900826	1901776	GBAA_RS10090
NC_007530	1901875	1902345	GBAA_RS10095
NC_007530	1902942	1903175	GBAA_RS10100
NC_007530	1903657	1903851	GBAA_RS10110
NC_007530	1903996	1904247	GBAA_RS10115
NC_007530	1908165	1908611	GBAA_RS10145
NC_007530	1909243	1909647	GBAA_RS10150
NC_007530	1910053	1911003	GBAA_RS10155
NC_007530	1912225	1913262	GBAA_RS10170
NC_007530	1913397	1913849	GBAA_RS10175
NC_007530	1913857	1914870	GBAA_RS10180
NC_007530	1914947	1916608	GBAA_RS10185
NC_007530	1916667	1917083	GBAA_RS10190
NC_007530	1917096	1917641	GBAA_RS10195
NC_007530	1917654	1918265	GBAA_RS10200
NC_007530	1918310	1918870	GBAA_RS10205
NC_007530	1919052	1920128	GBAA_RS10210
NC_007530	1920234	1920851	GBAA_RS10215
NC_007530	1920956	1921558	GBAA_RS10220
NC_007530	1921661	1923040	GBAA_RS10225
NC_007530	1923225	1924166	GBAA_RS10230
NC_007530	1924365	1925261	GBAA_RS10235
NC_007530	1925265	1926134	GBAA_RS10240
NC_007530	1926330	1926836	GBAA_RS10245
NC_007530	1927290	1928393	GBAA_RS10250
NC_007530	1929070	1929249	GBAA_RS10260
NC_007530	1929351	1929971	GBAA_RS10265
NC_007530	1929996	1930478	GBAA_RS10270
NC_007530	1930480	1931787	GBAA_RS10275
NC_007530	1931996	1932865	GBAA_RS10280
NC_007530	1933042	1933689	GBAA_RS10285
NC_007530	1934119	1935465	GBAA_RS10290
NC_007530	1935532	1935861	GBAA_RS10295
NC_007530	1935879	1936406	GBAA_RS10300
NC_007530	1936689	1936985	GBAA_RS10310
NC_007530	1937075	1938229	GBAA_RS10315
NC_007530	1938453	1938950	GBAA_RS10320
NC_007530	1938962	1939702	GBAA_RS10325
NC_007530	1939726	1940172	GBAA_RS10330
NC_007530	1940357	1941832	GBAA_RS10335
NC_007530	1941882	1943099	GBAA_RS10340
NC_007530	1943375	1943803	GBAA_RS10345
NC_007530	1944878	1945468	GBAA_RS10355
NC_007530	1945475	1946251	GBAA_RS10360
NC_007530	1946259	1946720	GBAA_RS10365
NC_007530	1946892	1948067	GBAA_RS10370
NC_007530	1948794	1949681	GBAA_RS10380
NC_007530	1949705	1950583	GBAA_RS10385
NC_007530	1950971	1952179	GBAA_RS10390
NC_007530	1952347	1953192	GBAA_RS10395
NC_007530	1953239	1954639	GBAA_RS10400
NC_007530	1954770	1955192	GBAA_RS10405
NC_007530	1957233	1957790	GBAA_RS10420
NC_007530	1957879	1958364	GBAA_RS10425
NC_007530	1958377	1958745	GBAA_RS10430
NC_007530	1958766	1958960	GBAA_RS10435
NC_007530	1958961	1959146	GBAA_RS10440
NC_007530	1959208	1959381	GBAA_RS10445
NC_007530	1959432	1959620	GBAA_RS10450
NC_007530	1959762	1959953	GBAA_RS10455
NC_007530	1960697	1961020	GBAA_RS10465
NC_007530	1961988	1962413	GBAA_RS10475
NC_007530	1963393	1963713	GBAA_RS10485
NC_007530	1964570	1965280	GBAA_RS10500
NC_007530	1965344	1967032	GBAA_RS10505
NC_007530	1967123	1967650	GBAA_RS10510
NC_007530	1967670	1968839	GBAA_RS10515
NC_007530	1969484	1969867	GBAA_RS10525
NC_007530	1969913	1970551	GBAA_RS10530
NC_007530	1970581	1971567	GBAA_RS10535
NC_007530	1971773	1972351	GBAA_RS10540
NC_007530	1972348	1973028	GBAA_RS10545
NC_007530	1973605	1974576	GBAA_RS10555
NC_007530	1974674	1974883	GBAA_RS10560
NC_007530	1975109	1975591	GBAA_RS10565
NC_007530	1977900	1979114	GBAA_RS10575
NC_007530	1980393	1980734	GBAA_RS10585
NC_007530	1980827	1981327	GBAA_RS10590
NC_007530	1986974	1987504	GBAA_RS10605
NC_007530	1987522	1988211	GBAA_RS10610
NC_007530	1988543	1988929	GBAA_RS10615
NC_007530	1988926	1989792	GBAA_RS10620
NC_007530	1990812	1991504	GBAA_RS10630
NC_007530	1991783	1992796	GBAA_RS10635
NC_007530	1992814	1993827	GBAA_RS10640
NC_007530	1993870	1995159	GBAA_RS10645
NC_007530	1995204	1995674	GBAA_RS10650
NC_007530	1995671	1995904	GBAA_RS10655
NC_007530	1995985	1997154	GBAA_RS10660
NC_007530	1997506	1998423	GBAA_RS10665
NC_007530	1998747	1999124	GBAA_RS10670
NC_007530	1999781	2000491	GBAA_RS10680
NC_007530	2000488	2001912	GBAA_RS10685
NC_007530	2001938	2002294	GBAA_RS10690
NC_007530	2002310	2004715	GBAA_RS10695
NC_007530	2004927	2005634	GBAA_RS10700
NC_007530	2005912	2006481	GBAA_RS10705
NC_007530	2007807	2007959	GBAA_RS10715
NC_007530	2008175	2008384	GBAA_RS10720
NC_007530	2008480	2009319	GBAA_RS10725
NC_007530	2009870	2011471	GBAA_RS10730
NC_007530	2011901	2012176	GBAA_RS10735
NC_007530	2012271	2012771	GBAA_RS10740
NC_007530	2013278	2013442	GBAA_RS10745
NC_007530	2013444	2013755	GBAA_RS10750
NC_007530	2015218	2015865	GBAA_RS10765
NC_007530	2022661	2023044	GBAA_RS10810
NC_007530	2023128	2023562	GBAA_RS10815
NC_007530	2023612	2024388	GBAA_RS10820
NC_007530	2024689	2026377	GBAA_RS10825
NC_007530	2026492	2026821	GBAA_RS10830
NC_007530	2026851	2027069	GBAA_RS10835
NC_007530	2027206	2028084	GBAA_RS10840
NC_007530	2033049	2036150	GBAA_RS10850
NC_007530	2036471	2037982	GBAA_RS10855
NC_007530	2038086	2038568	GBAA_RS10860
NC_007530	2039610	2040908	GBAA_RS10870
NC_007530	2041109	2041873	GBAA_RS10875
NC_007530	2042688	2043050	GBAA_RS10885
NC_007530	2043082	2047089	GBAA_RS10890
NC_007530	2047217	2047489	GBAA_RS10895
NC_007530	2052945	2053382	GBAA_RS10920
NC_007530	2054881	2055237	GBAA_RS10930
NC_007530	2055820	2056602	GBAA_RS10935
NC_007530	2058253	2058534	GBAA_RS10950
NC_007530	2058548	2059246	GBAA_RS10955
NC_007530	2060473	2060862	GBAA_RS10970
NC_007530	2077147	2077854	GBAA_RS11050
NC_007530	2077929	2078402	GBAA_RS11055
NC_007530	2078399	2078839	GBAA_RS11060
NC_007530	2079460	2079891	GBAA_RS11070
NC_007530	2080045	2080755	GBAA_RS11075
NC_007530	2082232	2082819	GBAA_RS11085
NC_007530	2082925	2083560	GBAA_RS11090
NC_007530	2083961	2084893	GBAA_RS11100
NC_007530	2084930	2086207	GBAA_RS11105
NC_007530	2086335	2087792	GBAA_RS11110
NC_007530	2087991	2088947	GBAA_RS11115
NC_007530	2088967	2089455	GBAA_RS11120
NC_007530	2089611	2091596	GBAA_RS11125
NC_007530	2094444	2095187	GBAA_RS11150
NC_007530	2095530	2095781	GBAA_RS11155
NC_007530	2095934	2096782	GBAA_RS11160
NC_007530	2096983	2097957	GBAA_RS11165
NC_007530	2098293	2098880	GBAA_RS11170
NC_007530	2098922	2099383	GBAA_RS11175
NC_007530	2101596	2101955	GBAA_RS11185
NC_007530	2102004	2102333	GBAA_RS11190
NC_007530	2102767	2103729	GBAA_RS11200
NC_007530	2103861	2104736	GBAA_RS11205
NC_007530	2105742	2106230	GBAA_RS11215
NC_007530	2106358	2106552	GBAA_RS11220
NC_007530	2107273	2107695	GBAA_RS11230
NC_007530	2107921	2108358	GBAA_RS11235
NC_007530	2109722	2110819	GBAA_RS11245
NC_007530	2110833	2111462	GBAA_RS11250
NC_007530	2112287	2113324	GBAA_RS11265
NC_007530	2113475	2114494	GBAA_RS11270
NC_007530	2119187	2119375	GBAA_RS11295
NC_007530	2119418	2119636	GBAA_RS11300
NC_007530	2119788	2121008	GBAA_RS11305
NC_007530	2122343	2122879	GBAA_RS11315
NC_007530	2122881	2124110	GBAA_RS11320
NC_007530	2124174	2124731	GBAA_RS11325
NC_007530	2124834	2125781	GBAA_RS11330
NC_007530	2125785	2127296	GBAA_RS11335
NC_007530	2127510	2128937	GBAA_RS11340
NC_007530	2129014	2129274	GBAA_RS11345
NC_007530	2131190	2133040	GBAA_RS11355
NC_007530	2133317	2133913	GBAA_RS11360
NC_007530	2202052	2202828	GBAA_RS11745
NC_007530	2202855	2204054	GBAA_RS11750
NC_007530	2204067	2205683	GBAA_RS11755
NC_007530	2205715	2206602	GBAA_RS11760
NC_007530	2206634	2213791	GBAA_RS11765
NC_007530	2213788	2214012	GBAA_RS11770
NC_007530	2214012	2215454	GBAA_RS11775
NC_007530	2215488	2216237	GBAA_RS11780
NC_007530	2216273	2216815	GBAA_RS11785
NC_007530	2216853	2217125	GBAA_RS11790
NC_007530	2217330	2218097	GBAA_RS11795
NC_007530	2218112	2218636	GBAA_RS11800
NC_007530	2218725	2219918	GBAA_RS11805
NC_007530	2220145	2221512	GBAA_RS11810
NC_007530	2222665	2223027	GBAA_RS11825
NC_007530	2223232	2223852	GBAA_RS11830
NC_007530	2224038	2224745	GBAA_RS11835
NC_007530	2225397	2227316	GBAA_RS11840
NC_007530	2228349	2230229	GBAA_RS11850
NC_007530	2230499	2231530	GBAA_RS11855
NC_007530	2231727	2233013	GBAA_RS11860
NC_007530	2233936	2234943	GBAA_RS11870
NC_007530	2234994	2235731	GBAA_RS11875
NC_007530	2235867	2236655	GBAA_RS11880
NC_007530	2236704	2237333	GBAA_RS11885
NC_007530	2237933	2238799	GBAA_RS11895
NC_007530	2238958	2239899	GBAA_RS11900
NC_007530	2239933	2240535	GBAA_RS11905
NC_007530	2240748	2241233	GBAA_RS11910
NC_007530	2241531	2241887	GBAA_RS11915
NC_007530	2242432	2242839	GBAA_RS11920
NC_007530	2243657	2244280	GBAA_RS11930
NC_007530	2244403	2246634	GBAA_RS11935
NC_007530	2246682	2246864	GBAA_RS11940
NC_007530	2247065	2247715	GBAA_RS11945
NC_007530	2247923	2248447	GBAA_RS11950
NC_007530	2248503	2249429	GBAA_RS11955
NC_007530	2249577	2250089	GBAA_RS11960
NC_007530	2250127	2251011	GBAA_RS11965
NC_007530	2251182	2251742	GBAA_RS11970
NC_007530	2251776	2252726	GBAA_RS11975
NC_007530	2252884	2253033	GBAA_RS11980
NC_007530	2253148	2253876	GBAA_RS11985
NC_007530	2253937	2255337	GBAA_RS11990
NC_007530	2255390	2255938	GBAA_RS11995
NC_007530	2256237	2256788	GBAA_RS12000
NC_007530	2259265	2260047	GBAA_RS12025
NC_007530	2274852	2276648	GBAA_RS12120
NC_007530	2276756	2277016	GBAA_RS12125
NC_007530	2277252	2277989	GBAA_RS12130
NC_007530	2278087	2278671	GBAA_RS12135
NC_007530	2278786	2279343	GBAA_RS12140
NC_007530	2282198	2282722	GBAA_RS12155
NC_007530	2283059	2283364	GBAA_RS12160
NC_007530	2283459	2284769	GBAA_RS12165
NC_007530	2286128	2286712	GBAA_RS12180
NC_007530	2287026	2288138	GBAA_RS12185
NC_007530	2288163	2288996	GBAA_RS12190
NC_007530	2290838	2291143	GBAA_RS12200
NC_007530	2291155	2292441	GBAA_RS12205
NC_007530	2292521	2292787	GBAA_RS12210
NC_007530	2292810	2293958	GBAA_RS12215
NC_007530	2295023	2295571	GBAA_RS12225
NC_007530	2299267	2299527	GBAA_RS12245
NC_007530	2299657	2300343	GBAA_RS12250
NC_007530	2300387	2301178	GBAA_RS12255
NC_007530	2301208	2301477	GBAA_RS12260
NC_007530	2301551	2302903	GBAA_RS12265
NC_007530	2303085	2303345	GBAA_RS12270
NC_007530	2304216	2304719	GBAA_RS12275
NC_007530	2305489	2306124	GBAA_RS12280
NC_007530	2306187	2307434	GBAA_RS12285
NC_007530	2307441	2309780	GBAA_RS12290
NC_007530	2309792	2310553	GBAA_RS12295
NC_007530	2310652	2311362	GBAA_RS12300
NC_007530	2313138	2314823	GBAA_RS12315
NC_007530	2314930	2315412	GBAA_RS12320
NC_007530	2315580	2316317	GBAA_RS12325
NC_007530	2316506	2317243	GBAA_RS12330
NC_007530	2317356	2317481	GBAA_RS12335
NC_007530	2368006	2368659	GBAA_RS12575
NC_007530	2368781	2369080	GBAA_RS12580
NC_007530	2369313	2370281	GBAA_RS12585
NC_007530	2370498	2371643	GBAA_RS12590
NC_007530	2371659	2372996	GBAA_RS12595
NC_007530	2373023	2373238	GBAA_RS12600
NC_007530	2373260	2374171	GBAA_RS12605
NC_007530	2374176	2374964	GBAA_RS12610
NC_007530	2374967	2376508	GBAA_RS12615
NC_007530	2378668	2378997	GBAA_RS12625
NC_007530	2380262	2381002	GBAA_RS12640
NC_007530	2381005	2381463	GBAA_RS12645
NC_007530	2381522	2382538	GBAA_RS12650
NC_007530	2384754	2385362	GBAA_RS12665
NC_007530	2385631	2385936	GBAA_RS12670
NC_007530	2385933	2386670	GBAA_RS12675
NC_007530	2386687	2387322	GBAA_RS12680
NC_007530	2387416	2388264	GBAA_RS12685
NC_007530	2388372	2388746	GBAA_RS12690
NC_007530	2391842	2392402	GBAA_RS12700
NC_007530	2392539	2393276	GBAA_RS12705
NC_007530	2393364	2393843	GBAA_RS12710
NC_007530	2393923	2397090	GBAA_RS12715
NC_007530	2397472	2397813	GBAA_RS12720
NC_007530	2398321	2399766	GBAA_RS12730
NC_007530	2399888	2400697	GBAA_RS12735
NC_007530	2404069	2405016	GBAA_RS12760
NC_007530	2405346	2406440	GBAA_RS12765
NC_007530	2406455	2408146	GBAA_RS12770
NC_007530	2408316	2408909	GBAA_RS12775
NC_007530	2482552	2483775	GBAA_RS13155
NC_007530	2483888	2485192	GBAA_RS13160
NC_007530	2485233	2485931	GBAA_RS13165
NC_007530	2487285	2488148	GBAA_RS13175
NC_007530	2488306	2488794	GBAA_RS13180
NC_007530	2488897	2489427	GBAA_RS13185
NC_007530	2491054	2491968	GBAA_RS13195
NC_007530	2492107	2493468	GBAA_RS13200
NC_007530	2493844	2494281	GBAA_RS13205
NC_007530	2494304	2494750	GBAA_RS13210
NC_007530	2494953	2495219	GBAA_RS13215
NC_007530	2495321	2496337	GBAA_RS13220
NC_007530	2496797	2498005	GBAA_RS13230
NC_007530	2499541	2499984	GBAA_RS13245
NC_007530	2502790	2503623	GBAA_RS13265
NC_007530	2503678	2504640	GBAA_RS13270
NC_007530	2544324	2546027	GBAA_RS13465
NC_007530	2546487	2547464	GBAA_RS13470
NC_007530	2547465	2547995	GBAA_RS13475
NC_007530	2549174	2550478	GBAA_RS13485
NC_007530	2552721	2554154	GBAA_RS13500
NC_007530	2554514	2555377	GBAA_RS13505
NC_007530	2557213	2557617	GBAA_RS13520
NC_007530	2557662	2558198	GBAA_RS13525
NC_007530	2558215	2559282	GBAA_RS13530
NC_007530	2559337	2559834	GBAA_RS13535
NC_007530	2559860	2560237	GBAA_RS13540
NC_007530	2560329	2560925	GBAA_RS13545
NC_007530	2560952	2562292	GBAA_RS13550
NC_007530	2562308	2563069	GBAA_RS13555
NC_007530	2563215	2563547	GBAA_RS13560
NC_007530	2563648	2564577	GBAA_RS13565
NC_007530	2564694	2565533	GBAA_RS13570
NC_007530	2565567	2566196	GBAA_RS13575
NC_007530	2567645	2568256	GBAA_RS13585
NC_007530	2568292	2568729	GBAA_RS13590
NC_007530	2568826	2569629	GBAA_RS13595
NC_007530	2569657	2570115	GBAA_RS13600
NC_007530	2570637	2570894	GBAA_RS13610
NC_007530	2571006	2572856	GBAA_RS13615
NC_007530	2573172	2573510	GBAA_RS13625
NC_007530	2573538	2574080	GBAA_RS13630
NC_007530	2574093	2574863	GBAA_RS13635
NC_007530	2575081	2575611	GBAA_RS13640
NC_007530	2575671	2576273	GBAA_RS13645
NC_007530	2576306	2577211	GBAA_RS13650
NC_007530	2578390	2578986	GBAA_RS13665
NC_007530	2579069	2580448	GBAA_RS13670
NC_007530	2580464	2581660	GBAA_RS13675
NC_007530	2581688	2582722	GBAA_RS13680
NC_007530	2582740	2583738	GBAA_RS13685
NC_007530	2583908	2584387	GBAA_RS13690
NC_007530	2584546	2585421	GBAA_RS13695
NC_007530	2585463	2585972	GBAA_RS13700
NC_007530	2586049	2586429	GBAA_RS13705
NC_007530	2586449	2586889	GBAA_RS13710
NC_007530	2586918	2587241	GBAA_RS13715
NC_007530	2587310	2588134	GBAA_RS13720
NC_007530	2588249	2588416	GBAA_RS13725
NC_007530	2589722	2590927	GBAA_RS13740
NC_007530	2591099	2591956	GBAA_RS13745
NC_007530	2592002	2592583	GBAA_RS13750
NC_007530	2592605	2593291	GBAA_RS13755
NC_007530	2593435	2593701	GBAA_RS13760
NC_007530	2593706	2594368	GBAA_RS13765
NC_007530	2594476	2594910	GBAA_RS13770
NC_007530	2595041	2596408	GBAA_RS13775
NC_007530	2596846	2597364	GBAA_RS13780
NC_007530	2598306	2598701	GBAA_RS13790
NC_007530	2600039	2600374	GBAA_RS13810
NC_007530	2600387	2600791	GBAA_RS13815
NC_007530	2602427	2602639	GBAA_RS13825
NC_007530	2602705	2603511	GBAA_RS13830
NC_007530	2603718	2604134	GBAA_RS13835
NC_007530	2604161	2604538	GBAA_RS13840
NC_007530	2606002	2607012	GBAA_RS13855
NC_007530	2607513	2607845	GBAA_RS13865
NC_007530	2610341	2611207	GBAA_RS13875
NC_007530	2611227	2611970	GBAA_RS13880
NC_007530	2612155	2612538	GBAA_RS13885
NC_007530	2612564	2614681	GBAA_RS13890
NC_007530	2615755	2616378	GBAA_RS13900
NC_007530	2616996	2617448	GBAA_RS13910
NC_007530	2617948	2618397	GBAA_RS13920
NC_007530	2618496	2619623	GBAA_RS13925
NC_007530	2619785	2619982	GBAA_RS13930
NC_007530	2620001	2621647	GBAA_RS13935
NC_007530	2621753	2622682	GBAA_RS13940
NC_007530	2622844	2623509	GBAA_RS13945
NC_007530	2623734	2624237	GBAA_RS13950
NC_007530	2624455	2624823	GBAA_RS13955
NC_007530	2626524	2628008	GBAA_RS13965
NC_007530	2628027	2628923	GBAA_RS13970
NC_007530	2628946	2629887	GBAA_RS13975
NC_007530	2630918	2632093	GBAA_RS13985
NC_007530	2632274	2633935	GBAA_RS13990
NC_007530	2634283	2634615	GBAA_RS14000
NC_007530	2634612	2635847	GBAA_RS14005
NC_007530	2636168	2636617	GBAA_RS14015
NC_007530	2637875	2638480	GBAA_RS14025
NC_007530	2639145	2639369	GBAA_RS14035
NC_007530	2639409	2640590	GBAA_RS14040
NC_007530	2640857	2641384	GBAA_RS14045
NC_007530	2641502	2643124	GBAA_RS14050
NC_007530	2643145	2644146	GBAA_RS14055
NC_007530	2645976	2646332	GBAA_RS14070
NC_007530	2646996	2647427	GBAA_RS14075
NC_007530	2647684	2647914	GBAA_RS14080
NC_007530	2648226	2648489	GBAA_RS14085
NC_007530	2648691	2649455	GBAA_RS14090
NC_007530	2649660	2649938	GBAA_RS14095
NC_007530	2651990	2653366	GBAA_RS14105
NC_007530	2654127	2654543	GBAA_RS14115
NC_007530	2654690	2655136	GBAA_RS14120
NC_007530	2656162	2657541	GBAA_RS14130
NC_007530	2657561	2658559	GBAA_RS14135
NC_007530	2658575	2659327	GBAA_RS14140
NC_007530	2659340	2660524	GBAA_RS14145
NC_007530	2662363	2662794	GBAA_RS14155
NC_007530	2663942	2664262	GBAA_RS14165
NC_007530	2664317	2665852	GBAA_RS14170
NC_007530	2666603	2667313	GBAA_RS14180
NC_007530	2667327	2667950	GBAA_RS14185
NC_007530	2668111	2669847	GBAA_RS14190
NC_007530	2669949	2671187	GBAA_RS14195
NC_007530	2671271	2671915	GBAA_RS14200
NC_007530	2671943	2672788	GBAA_RS14205
NC_007530	2673008	2673403	GBAA_RS14210
NC_007530	2673481	2673723	GBAA_RS14215
NC_007530	2674940	2675128	GBAA_RS14225
NC_007530	2675207	2675983	GBAA_RS14230
NC_007530	2676179	2676547	GBAA_RS14235
NC_007530	2677342	2677785	GBAA_RS14245
NC_007530	2679874	2680236	GBAA_RS14260
NC_007530	2680417	2681616	GBAA_RS14265
NC_007530	2681673	2682071	GBAA_RS14270
NC_007530	2682164	2682994	GBAA_RS14275
NC_007530	2683211	2683840	GBAA_RS14280
NC_007530	2687189	2687329	GBAA_RS14320
NC_007530	2687357	2687500	GBAA_RS14325
NC_007530	2687868	2688008	GBAA_RS14340
NC_007530	2688034	2688174	GBAA_RS14345
NC_007530	2689650	2690471	GBAA_RS14355
NC_007530	2692126	2692974	GBAA_RS14370
NC_007530	2692991	2693977	GBAA_RS14375
NC_007530	2693995	2694750	GBAA_RS14380
NC_007530	2695703	2696293	GBAA_RS14390
NC_007530	2696503	2697012	GBAA_RS14395
NC_007530	2697603	2698652	GBAA_RS14405
NC_007530	2698665	2699138	GBAA_RS14410
NC_007530	2699262	2699951	GBAA_RS14415
NC_007530	2699967	2700764	GBAA_RS14420
NC_007530	2700936	2701385	GBAA_RS14425
NC_007530	2702706	2703317	GBAA_RS14435
NC_007530	2703417	2703824	GBAA_RS14440
NC_007530	2703881	2704819	GBAA_RS14445
NC_007530	2704889	2705410	GBAA_RS14450
NC_007530	2705426	2705926	GBAA_RS14455
NC_007530	2705961	2706506	GBAA_RS14460
NC_007530	2706522	2707223	GBAA_RS14465
NC_007530	2707240	2707923	GBAA_RS14470
NC_007530	2708289	2708549	GBAA_RS14475
NC_007530	2708767	2709594	GBAA_RS14480
NC_007530	2709754	2710416	GBAA_RS14485
NC_007530	2711258	2713231	GBAA_RS14495
NC_007530	2713748	2715373	GBAA_RS14500
NC_007530	2716885	2717457	GBAA_RS14510
NC_007530	2720254	2720820	GBAA_RS14525
NC_007530	2721090	2722247	GBAA_RS14530
NC_007530	2722433	2723722	GBAA_RS14535
NC_007530	2724832	2725932	GBAA_RS14545
NC_007530	2732976	2733413	GBAA_RS14565
NC_007530	2734109	2734642	GBAA_RS14575
NC_007530	2734662	2734961	GBAA_RS14580
NC_007530	2735063	2735578	GBAA_RS14585
NC_007530	2737290	2738288	GBAA_RS14595
NC_007530	2739025	2739471	GBAA_RS14605
NC_007530	2739596	2739943	GBAA_RS14610
NC_007530	2740077	2741123	GBAA_RS14615
NC_007530	2741505	2743007	GBAA_RS14620
NC_007530	2743051	2744094	GBAA_RS14625
NC_007530	2745077	2746030	GBAA_RS14635
NC_007530	2746027	2747475	GBAA_RS14640
NC_007530	2750225	2750587	GBAA_RS14655
NC_007530	2750594	2751376	GBAA_RS14660
NC_007530	2753110	2753694	GBAA_RS14675
NC_007530	2753791	2754117	GBAA_RS14680
NC_007530	2755486	2756529	GBAA_RS14690
NC_007530	2756818	2757306	GBAA_RS14695
NC_007530	2757510	2758703	GBAA_RS14700
NC_007530	2758753	2759997	GBAA_RS14705
NC_007530	2760027	2761130	GBAA_RS14710
NC_007530	2761829	2762647	GBAA_RS14715
NC_007530	2767002	2768189	GBAA_RS14735
NC_007530	2768465	2769436	GBAA_RS14740
NC_007530	2769698	2771371	GBAA_RS14745
NC_007530	2771656	2772138	GBAA_RS14750
NC_007530	2772149	2772364	GBAA_RS14755
NC_007530	2772405	2772716	GBAA_RS14760
NC_007530	2772823	2773209	GBAA_RS14765
NC_007530	2773206	2773889	GBAA_RS14770
NC_007530	2773979	2775295	GBAA_RS14775
NC_007530	2775295	2776029	GBAA_RS14780
NC_007530	2776192	2776773	GBAA_RS14785
NC_007530	2776773	2777315	GBAA_RS14790
NC_007530	2777330	2777713	GBAA_RS14795
NC_007530	2777997	2778242	GBAA_RS14800
NC_007530	2778640	2779176	GBAA_RS14805
NC_007530	2779184	2779501	GBAA_RS14810
NC_007530	2779708	2780637	GBAA_RS14815
NC_007530	2780634	2781797	GBAA_RS14820
NC_007530	2782937	2784394	GBAA_RS14830
NC_007530	2784798	2785058	GBAA_RS14835
NC_007530	2785142	2786638	GBAA_RS14840
NC_007530	2786780	2787022	GBAA_RS14845
NC_007530	2787133	2787333	GBAA_RS14850
NC_007530	2787638	2789176	GBAA_RS14855
NC_007530	2790011	2791528	GBAA_RS14865
NC_007530	2793096	2794313	GBAA_RS14875
NC_007530	2794585	2795964	GBAA_RS14880
NC_007530	2796088	2796615	GBAA_RS14885
